각하	閣下	N		1) (MrMadame) President 2) (your) Excellency 3) Your Honour
간	간	N		1) salty seasonings
간	肝	N		1) (abbreviation of 간장) liver
간	?	SFX		1) (''time'') for 2) (''place'') between
간계	奸計	N		1) plot; evil scheme
간계	간계	N		1) ?
간곡	懇曲	N		1) kindness, warmth, cordiality
간곡	간곡	N		1) ?
간곡하다	간곡하다	A	ko-conjadj()	1) to be earnest
간곡한 부탁	간곡한 부탁	N		1) earnest request 2) entreaty 3) plead
간균	간균	N		1) ?
간균	桿菌	N		1) bacillus
간단	間斷	N		1) A pause; a brief cessation
간단	간단	N		1) ?
간단하다	간단하다	A	ko-conjadj()	1) To be simple or straightforward
간단하다	간단하다	V	ko-conjverb()	1) To pause briefly
간단히	간단히	ADV		1) simply, easily
간모	奸謀	N		1) plot; evil scheme
간병	간병	N		1) ?
간부	간부	N		1) ?
간부	幹部	N		1) executive 2) officer
간사	奸詐	N		1) deceit
간사	간사	N		1) ?
간사하다	간사하다	A	ko-conjadj()	1) To be deceitful or cunning
간사하다	간사하다	V		1) To manage or administer
간선	간선	N		1) ?
간선도로	幹線道路	N		1) main road, main thoroughfare, artery, arterial road, trunk road
간선도로	간선도로	N		1) ?
간섭	간섭	N		1) ?
간섭	간섭	N		1) interference
간성	干城	N		1) The honorable defenders of the country
간식	間食	N		1) snack, refreshments, nosh
간신	奸臣	N		1) A villainous vassal
간신	간신	N		1) ?
간쑤	간쑤	NE		1) Gansu
간악	奸惡	N		1) wickedness
간악하다	간악하다	A	ko-conjadj()	1) malicious; treacherous
간어	간어	N		1) ?
간염	간염	N		1) ?
간유	간유	N		1) ?
간유	肝油	N		1) (cod-)liver oil
간음	姦淫	N		1) adultery
간이식	간이식	N		1) ?
간장	간장	N		1) soy sauce made from soybean
간장	肝臟	N		1) liver and intestine
간장	간장	N		1) ?
간접	間接	N		1) indirectness
간접	간접	N		1) ?
간접화법	間接話法	N		1) indirect discourse [linguistics]
간접화법	간접화법	N		1) ?
간지	干支	N		1) The sexagenary cycle used in East Asian astrology
간질	癎疾	N		1) epilepsy
간질거리다	간질거리다	V	ko-conjverb()	1) To tickle 2) To be delighted
간질대다	간질대다	V	ko-conjverb()	1) To tickle 2) To be tickled or ticklish
간질이다	간질이다	V	ko-conjverb()	1) To tickle
간첩	間諜	N		1) spy; secret agent
간체	簡體	N		1) Simplified Chinese characters
간체	杆體	N		1) rod cell [biology]
간체자	간체자	N		1) ?
간추리다	간추리다	V	ko-conjverb()	1) To summarize 2) To abridge
간통	姦通	N		1) adultery
간판	간판	N		1) ?
간판	看板	N		1) signboard
간편하다	간편하다	V	ko-conjverb()	1) simple and convenient; straightforward
간행	간행	N		1) ?
간헐천	間歇泉	N		1) a geyser [planetology, geology, volcanology]
간헐천	간헐천	N		1) ?
간호	간호	N		1) ?
간호사	간호사	N		1) ?
간호사	看護師	N		1) nurse
간호원	看護員	N		1) nurse [North Korea, obsolete, _, in, _, South Korea]
갈	갈	V		1) Future adnominal form of 가다, thus often &quot; whothat will go&quot 2) Future adnominal form of 갈다
갈겨니	갈겨니	N		1) The dark chub, Nipponocypris temmincki( &lt; = Zacco temminckii).
갈고	갈고	N		1) ?
갈고	羯鼓	N		1) galgo, an ancient double-headed hourglass-shaped drum played with two sticks, used in Korean traditional music [musical instruments]
갈고랑이	갈고랑이	N		1) hook, crook, gaff
갈고리	갈고리	N		1) hook
갈기	갈기	N		1) mane
갈까마귀	갈까마귀	N		1) jackdaw
갈다	갈다	V	ko-conjverb()	1) to till, plough, sow a crop, cultivate
갈다	갈다	V	ko-conjverb()	1) to change, replace
갈다	갈다	V	ko-conjverb()	1) to grind, file, polish, rub, whet
갈등	葛藤	N		1) discord, conflict
갈등	갈등	N		1) ?
갈라지다	갈라지다	V	ko-conjverb()	1) part (to become divided in two or separated)
갈래	갈래	N		1) division, separation, split, strand, thread, fork
갈륨	갈륨	N		1) gallium
갈리	갈리	N		1) (''alternative spelling, maybe a better transliteration of galley'')
갈리시아	갈리시아	NE		1) Galicia (Spain)
갈림길	갈림길	N		1) forked road, the fork of a road 2) crossroads, turning point or opportunity to change direction, course, or goal [figuratively]
갈매기	갈매기	N		1) gull, seagull, mew
갈문망둑	갈문망둑	N		1) The paradise goby, Rhinogobius giurinus.
갈밭쥐	갈밭쥐	N		1) The reed vole, Microtus fortis
갈보	갈보	N		1) prostitute
갈비	갈비	N		1) ribs [anatomy] 2) kalbi, galbi (a Korean barbecued rib dish) 3) a skinny person, a living skeleton [figurative, derogatory]
갈비뼈	갈비뼈	N		1) rib (bone) [anatomy]
갈비탕	갈비湯	N		1) Korean beef-rib soup, galbitang
갈색	褐色	N		1) brown (color)
갈색얼가니새	갈색얼가니새	N		1) The brown booby, ''Sula leucogaster''
갈수록	갈수록	ADV		1) as time goes by, the more ... the more ..
갈아입다	갈아입다	V	ko-conjverb()	1) to change (clothing)
갈아타다	갈아타다	V	ko-conjverb()	1) to change to, to transfer to
갈옷	갈옷	N		1) The traditional brown-dyed clothing of Jeju
갈퀴	갈퀴	N		1) rake, harrow
갈퀴다	갈퀴다	V	ko-conjverb()	1) to rake [transitive]
갈토	갈토	N		1) A Saturday on which school classes are held. [South Korea, education]
갉다	갉다	V	ko-conjverb()	1) to gnaw (at); to nibble (at) [transitive] 2) to rake together [transitive] 3) to extort; to squeeze; to exploit [transitive, figurative] 4) to find fault (with) [transitive, figurative]
갋다	갋다	V		1) to make parallel [obsolete]
감	感	N		1) feeling
감	감	N		1) persimmon
감	감	N		1) material, fabric
감	감	NE		1) [surname]
감각	감각	N		1) ?
감각	感覺	N		1) sensation 2) A sense for something
감격	감격	N		1) ?
감금	監禁	N		1) imprisonment, captivity, confinement, detention
감기	感氣	N		1) a cold; influenza
감기	감기	N		1) ?
감기다	감기다	V	ko-conjverb()	1) to close [of eyes]
감다	감다	V	ko-conjverb()	1) to wash oneself; to bathe 2) to close (one's eyes)
감독	감독	N		1) ?
감독	監督	N		1) direction, supervision 2) the director of a cinematic or theatrical production
감돌고기	감돌고기	N		1) The black shiner, Pseudopungtungia nigra.
감동	感動	N		1) sensation; touching by heart; moving by heart
감동사	感動詞	N		1) an interjection [North Korea, grammar]
감람	감람	N		1) ?
감람	橄欖	N		1) Chinese olive
감람	甘藍	N		1) cabbage
감로	甘露	N		1) honeydew 2) amrita, nectar [Buddhism]
감리교	監理敎	N		1) Methodism
감마	감마	N		1) The Greek letter gamma
감미료	감미료	N		1) 
감미료	甘味料	N		1) sweetener
감방	監房	N		1) prison cell
감비아	감비아	NE		1) Gambia
감사	감사	N		1) ?
감사	感謝	N		1) gratitude; thanks
감사하다	감사하다	A	ko-conjadj()	1) To be thankful
감사하다	감사하다	V	ko-conjverb()	1) To give thanks; to thank
감사합니다	감사합니다	A		1) Formal indicative assertive of 감사하다, thus &quot; isamare thankful.&quot [rare]
감사합니다	?	ITJ		1) thank you
감사합니다	감사합니다	V		1) Formal indicative assertive of 감사하다, thus &quot; give(s) thanks.&quot [rare]
감수	감수	N		1) ?
감수	감수	N		1) ?
감숙	감숙	NE		1) Gansu
감싸다	감싸다	V	ko-conjverb()	1) to cover, to wrap 2) to defend, to cover
감염	감염	N		1) ?
감염	感染	N		1) infection, contagion, infestation
감옥	감옥	N		1) ?
감옥	監獄	N		1) jail
감자	감자	N		1) potato
감자	감자	V		1) let's close (our eyes) 2) let's wash
감정	감정	N		1) ?
감정	감정	N		1) ?
감정	感情	N		1) emotion, feeling
감지	감지	N		1) ?
감찰	감찰	N		1) ?
감초	감초	N		1) ?
감초	甘草	N		1) licorice
감추다	감추다	V	ko-conjverb()	1) to conceal, to keep secret
감탄	感歎感嘆	N		1) admiration; wonderment
감탄사	感歎詞	N		1) interjection
감탄사	감탄사	N		1) ?
감히	감히	ADV		1) boldly, fearlessly, daringly
갑	갑	CNT		[undefined]
갑	갑	N		1) armor; shell 2) the first of the ten Celestial stems
갑	갑	N		1) box; case
갑	갑	N		1) cape, headland
갑각	甲殼	N		1) shell; carapace
갑옷	甲옷	N		1) armor
갑자기	갑자기	ADV		1) suddenly, all of a sudden
갑작변이	갑작변이	N		1) mutation [North Korea, biology]
갑작부자	갑작부자	N		1) Someone who has become instantly rich. [North Korea]
갑작스럽다	갑작스럽다	A	ko-conjadj(irreg=y)	1) to be sudden, abrupt, unexpected
갑작스레	갑작스레	ADV		1) suddenly, unexpectedly
갑충	갑충	N		1) ?
갑충	甲蟲	N		1) beetle
값	값	N		1) (가격): price 2) (가치): value
값나가다	값나가다	V	ko-conjverb()	1) valuable, expensive [chiefly, in the determiner form]
값어치	값어치	N		1) value, worth
강	江	N		1) river
강간	강간	N		1) ?
강간	強姦	N		1) rape
강개격앙	慷慨激昂	N		1) impassionedness; vehemence [idiomatic, rare]
강계	江界	NE		1) ?
강남	강남	NE		1) Gangnam
강대국	强大國	N		1) great power
강도	强盜	N		1) robber
강도다리	강도다리	N		1) The starry flounder, Platichthys stellatus.
강력	强力	N		1) strength; intensity
강력하다	강력하다	A	ko-conjadj()	1) To be strong or powerful 2) To have great potential
강렬하다	강렬하다	A	ko-conjadj()	1) to be strong, intense
강령	강령	N		1) ?
강물	강물	N		1) river water, river
강사	강사	N		1) ?
강사	講師	N		1) lecturer
강생이	강생이	N		1) puppy [Jeju]
강서	강서	NE		1) Jiangxi
강설	강설	N		1) ?
강설	降雪	N		1) snowfall
강소	강소	NE		1) Jiangsu
강수	降水	N		1) precipitation [weather]
강수	강수	N		1) ?
강수량	降水量	N		1) precipitation (weather: water falling from the atmosphere)
강아지	강아지	N		1) puppy 2) dog, doggy
강연	강연	N		1) ?
강요하다	강요하다	V	ko-conjverb()	1) to force, to impose
강원도	강원도	NE		1) ?
강원도	江原道	NE		1) Gangwon Province, South Korea
강의	講義	N		1) lecture
강정	강정	N		1) ''Gangjeong'', a hard cookie made from glutinous rice and deep-fried in oil
강제	強制	N		1) compulsion, coercion
강조하다	강조하다	V	ko-conjverb()	1) to emphasize
강좌	講座	N		1) course; lesson; lecture
강주걱양태	강주걱양태	N		1) The dragonet fish, Repomucenus olidus.
강준치	강준치	N		1) The predatory carpor redfin culter, Chanodichthys erythropterus( &lt; = Culter erythropterus).
강철	鋼鐵	N		1) steel (metal alloy)
강철	강철	N		1) ?
강추	强推	N		1) Strong recommendation
강판	薑板	N		1) grater
강하다	강하다	A	ko-conjadj()	1) to be strong, intense
강화	강화	N		1) ?
